1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
10,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/18458702#,1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
11,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,Hypokalemia,HP:0002900,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
12,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
13,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,Abnormal circulating renin,HP:0040084,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
14,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
15,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,Hypertension,HP:0000822,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
16,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
17,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,Bone mass loss,NA,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
18,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Dexamethasone,DB01234,DB01234,3f1b1f0b3a5b0c71023f1bfae7c65b77356cb16d76709a21997bc073d1c4f125,DB01234,DB01234,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
19,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Testosterone,DB00624,DB00624,3793204739c40d15db77aca642ada0e03f6080957e1778a784fca03f3f024e72,DB00624,DB00624,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Puberty and gonadal disorders,HP:0008373,,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
20,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Testosterone,DB00624,DB00624,3793204739c40d15db77aca642ada0e03f6080957e1778a784fca03f3f024e72,DB00624,DB00624,,,,,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
21,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Estrogen replacement (Estradiol),DB00783,DB00783,102bf3a48f5629450533d490b6f3cdafd4acafc04910d4d17440e7aa962a1c8d,DB00783,DB00783,,,,,,,ECO:0000352,ECO:0000352,,,metabolite replacement,B,Puberty and gonadal disorders,HP:0008373,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
22,202110,,Number Sign,202110,"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY",ADRENAL HYPERPLASIA V;; 17-ALPHA-HYDROXYLASE DEFICIENCY,"17,20-LYASE DEFICIENCY, ISOLATED, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED COMPLETE, INCLUDED;; 17-ALPHA-HYDROXYLASE/17,20-LYASE DEFICIENCY, COMBINED PARTIAL, INCLUDED",17-alpha-hydroxylase deficiency,,CYP17A1,CYP17A1,Steroid 17-alpha-hydroxylase,9497338c2a0adfaee2e0644776336ab7b28f991d25f35e39bb28a26352b0b5f2,1.14.14.19,1.14.14.19,,,,Estrogen replacement (Estradiol),DB00783,DB00783,102bf3a48f5629450533d490b6f3cdafd4acafc04910d4d17440e7aa962a1c8d,DB00783,DB00783,,,,,,,,,,,,,,,,"https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#",1586,CYP17A1,125,CYP17A1,"""""","""""",,,,,,,,,,,,,,,
