0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
11,,,,,,,,,,Estrogen replacement (Estradiol),DB00783,ECO:0000352,,,,,Functional interaction,B,metabolite replacement,,Puberty and gonadal disorders,,HP:0008373,https://www.ncbi.nlm.nih.gov/pubmed/27853336,https://www.ncbi.nlm.nih.gov/pubmed/26161337#,https://www.ncbi.nlm.nih.gov/pubmed/18458702#,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,Amenorrhea,,HP:0000141,,,,,,,,,,,
14,,,,,,,,,,Pioglitazone,DB01132,ECO:0007121 /ECO:0000352,,,,,Supportive,C,symptomatic therapeutic procedure,,Insulin resistance,,HP:0000855,,https://www.ncbi.nlm.nih.gov/pubmed/19755409,https://clinicaltrials.gov/ct2/show/NCT00151710,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,Hypertension,,HP:0000822,,,,,,,,,,,
16,,# 236792,L-2-HYDROXYGLUTARIC ACIDEMIA,,L2HGDH,L-2-hydroxyglutarate dehydrogenase.,1.1.99.2,,,Riboflavin,DB00140,ECO:0000352,,,,,Direct interaction,A,activity modification of a genetically defective protein,,Cognitive impairment,,HP:0100543,https://www.ncbi.nlm.nih.gov/pubmed/22391998,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,L-2-hydroxyglutaric aciduria,,HP:0040144,https://www.ncbi.nlm.nih.gov/pubmed/24321868,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,Poor motor coordination,,HP:0002275,https://www.ncbi.nlm.nih.gov/pubmed/24321868,,,,,,,,,,
19,,,,,,,,,,Flavin adenine dinucleotide + levocarnitine chloride.,DB03147 +DB00583,ECO:0000352,,,,,Direct interaction+Functional interaction,A+B,combination therapeutic procedure+activity modification of a genetically defective protein+functional complementation of a genetically defective protein,,defected  L-2-HGDH enzyme activity (Abnormal enzyme activity)*,,HP:0012379,https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,L-2-hydroxyglutaric aciduria,,HP:0040144,https://www.ncbi.nlm.nih.gov/pubmed/18362286,https://www.ncbi.nlm.nih.gov/pubmed/22391998,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,Leukodystrophy,,HP:0002415,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,dystonia,,HP:0001332,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,Neurological impairment,,HP:0000707,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=A+SUCCESSFULLY+TREATED+ADULT+PATIENT+WITH+l-2-HYDROXYGLUTARIC+ACIDURIA&btnG=,,,,,,,,,,
24,,,,,,,,,,FAD+Riboflavin,DB03147+DB00140,ECO:0000352,,,,,Direct interaction+Functional interaction,A+B,combination therapeutic procedure+activity modification of a genetically defective protein+functional complementation of a genetically defective protein,,Neurological impairment,,HP:0000707,https://www.ncbi.nlm.nih.gov/pubmed/26208971,https://www.ncbi.nlm.nih.gov/pubmed/18343698,https://www.ncbi.nlm.nih.gov/pubmed/22840416/,https://www.ncbi.nlm.nih.gov/pubmed/22840416,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,# 203700,ALPERS SYNDROME,,POLG,DNA polymerase subunit gamma-1,2.7.7.7,,,Magnesium,DB14513,ECO:0000352,,,,,Symptomatic,,symptomatic therapeutic procedure,,Status epilepticus,,HP:0002133,https://www.ncbi.nlm.nih.gov/pubmed/20803213?dopt=Abstract,,,,,,,,,,
27,,,,,,,,,"EPI-743 potently protected fibroblasts derived from Leigh syndrome (see Fig 5C for representative dose-response rescue curve for Subject 4), Alpers syndrome, and Rett syndrome patients from ferroptosis induced by GSH depletion and excess iron. EPI-743 treatment also protected additional patient-derived fibroblasts from RSL3-induced lipid oxidation and ferroptosis.","EPI-743, α-tocotrienol quinone",DB11917,ECO:0001565/ECO:0007764,,,,,Functional interaction,B,functional complementation of a genetically defective protein,,Sizures,The study was preformed on a cell line and the expected phenotypes to be corrected is frequent seizures.,HP:0001250,https://www.ncbi.nlm.nih.gov/pubmed/30921410,https://clinicaltrials.gov/ct2/show/NCT01370447,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,#615182,"Combined D,L-2-hydroxyglutaric aciduria",,SLC25A1,"Tricarboxylate transport protein, mitochondrial",P53007,,,Citrate treatment,DB09125,ECO:0000352,,,,,Functional interaction,B,metabolite replacement,,Seizures,,HP:0001250,https://www.ncbi.nlm.nih.gov/pubmed/24687295,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,D-2-hydroxyglutaric aciduria,,HP:0012321,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,L-2-hydroxyglutaric aciduria,,HP:0040144,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,Elevated circulating succinate,,HP:0020149,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,Hypocitraturia,,HP:0012405,,,,,,,,,,,
36,,# 300438,2-METHYL-3-HYDROXYBUTYRYL-CoA DEHYDROGENASE DEFICIENCY,Treatment attempts with isoleucine and protein restriction did not clearly alter or improve the course of the disease despite reduction in the excretion of 2-methyl-3-hydroxybutyrate and tiglylglycine. https://www.ncbi.nlm.nih.gov/pubmed/22132097. https://www.ncbi.nlm.nih.gov/pubmed/11102558,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type II,1.1.1.35/1.1.1.51/1.1.1.178,,,Benzhexol,DB00376,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Tremor,,HP:0001337,https://www.ncbi.nlm.nih.gov/pubmed/12555940,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,Dystonia,,HP:0001332,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=A+case+of+adult-onset+type+II+citrullinemia+in+which+oral+administration+of+L-Arginine+Granules+improved+the+patient%27s+encephalopathy+and+the+increased+level+of+serum+ammonia&btnG=,,,,,,,,,,
38,,,,,,,,,,Vigabatrin,DB01080,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Seizures,,HP:0001250,http://www.medlink.com/scripts/mpdf/print_friendly.php?title=2-methyl-3-hydroxybutyryl-coa_dehydrogenase_deficiency&action=download&channel=public_content&entryid=19985,https://www.ncbi.nlm.nih.gov/pubmed/11102558,,,,,,,,,
39,,,,,,,,,,Levodopa,DB01235,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Dystonia,,HP:0001332,https://www.ncbi.nlm.nih.gov/pubmed/30013934,,,,,,,,,,
40,,,,,,,,,,Carbidopa,DB00190,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Tremor,,HP:0001337,https://www.ncbi.nlm.nih.gov/pubmed/30013934,,,,,,,,,,
41,,,,,,,,,,Cefoperazone sodium,DB01329,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Abnormal inflammatory response,,HP:0012647,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Clinical+Diagnosis+and+Treatment+of+2-Methyl-3-Hydroxybutyryl-CoA+Dehydrogenase+Deficiency+in+One+Infant%3A+A+Case+Report&btnG=,,,,,,,,,,
42,,,,,,,,,,Tazobactam sodium,DB01606,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Abnormal inflammatory response,,HP:0012647,https://www.semanticscholar.org/paper/Clinical-Diagnosis-and-Treatment-of-Dehydrogenase-A-Cui-Wang/f6e88d647f2e2c7df2897e939ec33f9d86899b37,,,,,,,,,,
43,,,,,,,,,,B vitamins,A11E,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Abnormality of the nervous system,,HP:0000707,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Clinical+Diagnosis+and+Treatment+of+2-Methyl-3-Hydroxybutyryl-CoA+Dehydrogenase+Deficiency+in+One+Infant%3A+A+Case+Report&btnG=,,,,,,,,,,
44,,,,,,,,,,Creatine phosphate sodium,DB13191,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Abnormality of cardiovascular system physiology,,HP:0011025,,,,,,,,,,,
45,,,,,,,,,,Carbamazepine,DB00564,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Seizures,,HP:0001250,https://www.ncbi.nlm.nih.gov/pubmed/22132097,,,,,,,,,,
46,,,,,,,,,The drug was accompained by mild protein restriction (1.5–2.0 g/kg/day),Carnitine,DB00583,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Abnormal muscle physiology,,HP:0011804,https://www.ncbi.nlm.nih.gov/pubmed/22132097,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,# 610006,2-methylbutyryl-CoA dehydrogenase deficiency,,ACADSB,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,1.1.1.178,,,L-Carnitine+ low-protein diet,DB00583+NA,ECO:0000352,,,,,Symptomatic+Functional interaction,C+B,combination therapeutic procedure+symptomatic therapeutic procedure+dietary exclusion,,Abnormality of muscle physiology,,HP:0011804,https://www.ncbi.nlm.nih.gov/pubmed/12837870,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,Elevated serum toxic intermediates in isoleucine pathway,,HP:0001939,,,,,,,,,,,
51,,210200,3-methylcrotonyl-CoA carboxylase deficiency,,MCCC1/MCCC2,3 Methylcrotonyl-CoA carboxylase,6.4.1.4,,"Drug works for heterozygot mutations rather than homozygous ones.
It is possible that biotin treatment might falsely normalize the results of the lymphocyte enzyme assay in biotin-responsive individuals, thus a biotin trial would best be considered after enzyme assay. There is no data suggesting continuing biotin is helpful in nonresponders. https://www.ncbi.nlm.nih.gov/pubmed/18155630",Biotin,DB00121,ECO:0000352,MCCA-R385S(heterozygote mutation),https://www.ncbi.nlm.nih.gov/pubmed/15359379,MCCB-(IVS16þ1G>A)/ MCCB-missense mutation E99Q Homozygous mutation,,Direct interaction,A,activity modification of a genetically defective protein,,Seizures,,HP:0001250,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1182108/,https://www.ncbi.nlm.nih.gov/pubmed/18155630,https://www.ncbi.nlm.nih.gov/pubmed/15877210,,https://www.ncbi.nlm.nih.gov/pubmed/25732994,https://www.ncbi.nlm.nih.gov/pubmed/16773504,https://www.orpha.net/data/patho/GB/uk-MCC.pdf,,,,
52,,,,,,,,,,,,,"heterozygote missense mutation, MCCA-R385S",https://www.ncbi.nlm.nih.gov/pubmed/16773504,,,,,,,Organic aciduria,,HP:0001992,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,EEG abnormality,,HP:0002353,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,Hypsarrhythmia,,HP:0002521,https://www.ncbi.nlm.nih.gov/pubmed/16773504,,,,,,,,,,
55,,,,,,,,,,vigabatrin,DB01080,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Seizures,,HP:0001250,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,Increased 3-hydroxyisovaleric acid excretion,,NA,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,Increased 3-methylcrotonylglycine excretion,,NA,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,Abnormal Biotinidase activity in plasma,,HP:0012379,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,EEG abnormality,,HP:0002353,,,,,,,,,,,
60,,,,,,,,,,L-Carnitine,DB00583,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein,,Abnormality of muscle physiology,,HP:0011804,https://www.ncbi.nlm.nih.gov/pubmed/10485305,https://www.ncbi.nlm.nih.gov/pubmed/18155631,https://www.ncbi.nlm.nih.gov/pubmed/17968484,https://www.ncbi.nlm.nih.gov/pubmed/16835865,https://www.ncbi.nlm.nih.gov/pubmed/16773504,,,,,,
61,,,,,,,,,,,,,,,,,,,,,Secondary carnitine deficiency,,HP:0003234*,https://www.ncbi.nlm.nih.gov/pubmed/8831079,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,Elevated serum toxic intermediates,,HP:0001939,,,,,,,,,,,
63,,,,,,,,,"Effect of glycine in treating the condition is variable among literatures.  ""Case reports have noted variable results regarding the effect of glycine administration. Some studies have found that supplemental glycine results in increased excretion of 3-methylcrotonyl glycine, while others have not found a persistent effect; no studies have observed clinical improvement of symptoms on treatment and no randomized clinical trials have been published"" https://www.sciencedirect.com/science/article/pii/S1096719207005975?via%3Dihub#bib11
https://www.ncbi.nlm.nih.gov/pubmed/8831079
https://www.ncbi.nlm.nih.gov/pubmed/7474896",Glycine,DB00145,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein,Drug name: controversial results,3-methylcrotonyl-CoA accumulation,,NA,https://www.ncbi.nlm.nih.gov/pubmed/7474896,https://www.ncbi.nlm.nih.gov/pubmed/18155630,https://www.ncbi.nlm.nih.gov/pubmed/8831079,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,Accumulation of 3-methylcrotonyl-CoA metabolite level (Metabolism abnormality)*,,HP:0001939 *,,,,,,,,,,,
65,,,,,,,,,,Glycine +L-Carnitine,DB00145 +DB00583,ECO:0000352,,,,,Functional interaction+Functional interaction,B+B,combination therapeutic procedure+functional complementation of a genetically defective protein+functional complementation of a genetically defective protein,,Acute metabolic crisis (Metabolism abnormality)*,,HP:0001939 *,https://www.ncbi.nlm.nih.gov/pubmed/7474896,https://www.ncbi.nlm.nih.gov/pubmed/3956533,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,Accumulation of 3-methylcrotonyl-CoA metabolite level (Metabolism abnormality)*,,HP:0001939 *,https://www.ncbi.nlm.nih.gov/pubmed/7474896,,https://www.ncbi.nlm.nih.gov/pubmed/11181649,,,,,,,,
67,,# 231530,3-alpha hydroxyacyl-CoA dehydrogenase deficiency,,HADH,3-hydroxylacyl-CoA dehydrogenase,1.1.1.35,,low-dose carnitine (25 mg/kg/day),Low long-chain fats diet+Medium-chain triglycerides (MCT)+Essential fatty acids+L-carnitine,NA+DB13959+NA+DB00583,ECO:0000352,,,,,Functional interaction+Functional interaction+Functional interaction+Functional interaction,B+B+B+B,combination therapeutic procedure+dietary regime modification+dietary supplementation+dietary supplementation+functional complementation of a genetically defective protein,Drug name: Use is controverial. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5388644/?otool=igbcambulib,Secondary carnitine deficiency(Carnitine deficiency)*,,HP:0003119,https://www.ncbi.nlm.nih.gov/pubmed/27117294,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,Elevated serum creatine kinase,,HP:0003236,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,Myocardial lipid accumulation,,NA,,,,,,,,,,,
70,,,,,,,,,,Creatine,DB00148,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein,,Exercise intolerance,,HP:0003546,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,Muscle weakness,,HP:0001324,https://www.ncbi.nlm.nih.gov/pubmed/12872842,,,,,,,,,,
72,,,,,,,,,,Vitamin E supplements,DB00163,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein,,Abnormality of peripheral nerves,,HP:0045010,https://clinicaltrials.gov/ct2/show/study/NCT00840112?show_desc=Y#desc,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,Neuropathy,,HP:0009830,,,,,,,,,,,
74,,,,,,,,,,Triheptanoin,DB11677,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein,,Myalgia,,HP:0003326,https://clinicaltrials.gov/ct2/show/study/NCT01379625,https://www.ncbi.nlm.nih.gov/pubmed/27117294,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,Abnormal cardiac function,,HP:0011025,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,Fatigue,,HP:0011025,,,,,,,,,,,
77,,,,,,,,,,Prednisone,DB00635,ECO:0000352,,,,,Symptomatic,C,symptomatic therapeutic procedure,,Fatigue,,HP:0011025,https://www.ncbi.nlm.nih.gov/pubmed/7748366,https://www.ncbi.nlm.nih.gov/pubmed/7748366,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,Impaired nerve conduction,,HP:0040129,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,Defected sarcolemma,,NA,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,Defected neuronal plasma membrane,,NA,,,,,,,,,,,
81,,% 236795,3-Hydroxyisobutyric aciduria,,ALDH6A1,3-hydroxyisobutyrate dehydrogenase,1.1.1.31,,,Carnitine,DB00583,ECO:0000352,,,,,Supportive,C,symptomatic therapeutic procedure,,Acidemia,,HP:0001941,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Disorders+of+Valine-Isoleucine+Metabolism+Bruce+Barshop&btnG=,,,,,,,,,,
82,,250950,3-methylglutaconyl-CoA hydratase deficiency (AUH defect),,AUH,Methylglutaconyl-CoA hydratase,4.2.1.18,,,L-carnitine,DB00583,ECO:0000352,,,,,Supportive,C,symptomatic therapeutic procedure,,Muscle weakness,,HP:0001324,https://www.ncbi.nlm.nih.gov/pubmed/28348715,https://www.ncbi.nlm.nih.gov/pubmed/20882351,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,Abnormality of movement,,HP:0100022,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,Metabolic Decompensation,,HP:0001939,https://www.ncbi.nlm.nih.gov/pubmed/11400757/,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,Delayed Growth,,HP:0001510,,,,,,,,,,,
86,,261640,6-pyruvoyl-tetrahydropterin synthase (PTPS) deficiency,,PTPS,6-pyruvoyl-tetrahydropterin synthase,4.2.3.12,,,Sapropterin,DB00360,ECO:0007121/ECO:0000352,,,,,Functional interaction,B,metabolite replacement,,Behavioral abnormality,,HP:0000708,https://www.ncbi.nlm.nih.gov/pubmed/19323589,https://www.ncbi.nlm.nih.gov/pubmed/22832064,https://www.ncbi.nlm.nih.gov/pubmed/23690520?dopt=Abstract,https://www.ncbi.nlm.nih.gov/pubmed/12003346,,,,,,,
87,,,,,,,,,,,,,,,,,functional complementation of a genetically defective protein by stimulation,,,,Personality disorder,,HP:0012075,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,Hyperphenylalaninemia,,HP:0004923,https://www.ncbi.nlm.nih.gov/pubmed/22832064,,,,,,,,,,
89,,,,,,,,,,Antisense morpholino oligonucleotides (AMOs),NA,ECO:0001565,"c.84−322A>T, c.163 + 695_163 + 751del57, or c.164−712A>T",,,,Direct interaction,A,direct complementation of a genetically defective protein,,Pseudoexon activation,,NA,https://www.ncbi.nlm.nih.gov/pubmed/21542064,,,,,,,,,,
90,,,,,,,,,,BH4+L-Dopa+5HTP,DB00360+DB01235+DB02959,ECO:0000352,,,,,Functional interaction+Functional interaction+Functional interaction,B+B+B,combination therapeutic procedure+metabolite replacement+metabolite replacement+metabolite replacement,,Hyperphenylalaninemia,,HP:0004923,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,Neurological abnormality,,HP:0000707,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,Neurodevelopmental abnormality,,HP:0012759,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,Intellectual disability,,HP:0001249,https://www.ncbi.nlm.nih.gov/pubmed/25304915,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,Delayed CNS mylinaton,"The finding of abnormalities inMRImerits further exploration of metabolites in the brainby MR spectroscopy for optimization of dosages of BH4,levodopa and 5-HTP. https://www.ncbi.nlm.nih.gov/pubmed/16601879",HP:0002188,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,,
96,,,,,,,,,The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration https://www.ncbi.nlm.nih.gov/pubmed/16601879,Oxitriptan,DB02959,ECO:0000352,,,,,Functional interaction,B,metabolite replacement,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,Abnormality in serotonin turnover (Abnormality of circulating hormone level),,HP:0003117,,,,,,,,,,,
98,,,,,,,,,"The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration. https://www.ncbi.nlm.nih.gov/pubmed/16601879
In general, l‐dopa is used with DCIs like as carbidopa or benserazide to block the peripheral conversion to dopamine. This coadministration not only increases bioavailability but also reduces peripheral side effects. 
Clinicians should be cautious, because Levodopa-Induced Dyskinesia "" LIDs can occur commonly in patients with DRD‐plus, especially because of SR, TH, and PTPS deficiencies. The current study showed that LIDs were reported in  44.4% of patients who had PTPS deficiencies. In such patients, a very low starting dose of l‐dopa with from 0.5 to 1 mg/kg daily divided into 4 to 6 doses is recommended https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/",Levodopa (L-dopa),DB01235,ECO:0000352,,,,,Functional interaction,B,metabolite replacement,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,Paroxysmal movements,,HP:0007166,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,Movement disorder,,HP:0100022,,,,,,,,,,,
101,,,,,,,,,"The patients should receive combination treatment with BH4 and neurotransmitter precursors as soon as possible to reduce neurological deterioration. https://www.ncbi.nlm.nih.gov/pubmed/16601879
In general, l‐dopa is used with DCIs like as carbidopa or benserazide to block the peripheral conversion to dopamine. This coadministration not only increases bioavailability but also reduces peripheral side effectshttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC6178724/",Carbidopa,DB00190,ECO:0000352,,,,,Functional interaction,B,functional complementation of a genetically defective protein by inhibition,,Abnormality of neurotransmitter metabolism,,HP:0012535,https://www.ncbi.nlm.nih.gov/pubmed/25304915,https://www.ncbi.nlm.nih.gov/pubmed/16601879,,,,,,,,,
102,,,,,,,,,"The addition of pramipexole to the treatment of 6-pyruvoyl tetrahydropterin synthase deficiency improves the results of l-3,4 dihydroxyphenylalanine therapy.https://www.ncbi.nlm.nih.gov/pubmed/19704083",Pramipexole + L-dopa,DB00413+DB01235,ECO:0007121,,,,,Functional interaction+Functional interaction,B+B,combination therapeutic procedure+functional complementation of a genetically defective protein by stimulation+metabolite replacement,"Drug name: The addition of  pramipexole to the treatment of 6-pyruvoyl tetrahydropterin synthase deficiency improves the results of l-3,4 dihydroxyphenylalanine therapy. Similar benefits may be expected in other forms of inherited tetrahydrobiopterin deficiency. https://www.ncbi.nlm.nih.gov/pubmed/19704083",Movement Disability,,HP:0100022,https://www.ncbi.nlm.nih.gov/pubmed/19704083,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,High prolactin level,,HP:0000870,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,Behavioural Disability,,HP:0000708,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,Abnormal Unified Parkinson's Disease Rating Scale (UPDRS )score(Abnormality of neurotransmitter metabolism)*,,NA,,,,,,,,,,,
